"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8","eeg",
-4.6155,-3.0769,39.4871,7.1794,3.0769,14.8718,10.7693,6.1541,-3.0769,9.7439,-16.9231,-3.0769,-4.1023,-4.6155,,
1.0259,-6.6665,42.5645,1.0259,0,4.103,8.2056,0,-8.7178,1.5386,-16.9229,-10.2563,-4.1025,-11.2817,,
8.9746,-2.3076,51.5386,8.4614,1.2822,10,11.5386,-1.2822,-4.8716,6.4102,-14.6152,-4.8716,-5.8975,-8.9741,,
6.1538,-3.0771,50.2563,7.6924,0,9.7437,16.9229,-6.1538,0,7.6924,-12.8208,-4.1025,-1.5386,-5.1284,,
1.7949,-5.8975,46.4102,1.7949,-4.3589,9.4873,14.6152,-6.4102,-1.2822,0.25635,-7.436,-2.3076,0.25635,-0.25635,,
1.5383,-4.6155,50.7693,1.5383,-8.718,12.3079,7.6921,-2.5642,-7.1794,-0.51294,-9.7434,0.51294,-8.2053,2.0515,,
3.5901,-2.5642,52.8206,3.5901,-8.718,7.6926,11.282,0.51294,-7.1794,2.5642,-14.3586,-3.5896,-13.3333,-0.51294,,
3.0769,-2.0515,47.6921,2.5642,-8.2053,8.718,11.7947,1.0256,-1.0256,-0.51294,-13.8464,-9.2307,-11.282,0.51294,,
3.5898,-2.564,54.3589,3.5898,-9.7437,12.8203,8.2051,2.564,-2.0513,-2.0513,-17.436,-7.6924,-11.2822,2.0513,,
3.0771,-4.1025,61.0259,5.1284,-10.769,5.1284,9.7437,2.0513,-10.2563,0,-20.5127,-5.6411,-11.2817,0,,
1.2822,-1.7949,56.667,5.8975,-7.4355,0.25635,10,2.3081,-12.0513,0.25635,-14.6152,-4.8716,-11.0254,-0.25635,,
1.2822,-0.25635,56.1538,5.3848,-9.4873,2.3076,7.436,0.76904,-11.0259,0.25635,-16.1538,-7.9487,-12.0513,-3.3335,,
6.6665,0.5127,62.0513,6.1538,-9.7437,5.1284,11.2822,2.564,-10.2563,-0.5127,-24.1025,-10.769,-4.1025,-6.1538,,
6.1541,1.5383,59.9998,5.6409,-4.6155,3.5896,14.8718,3.5896,-10.2566,-8.718,-26.1541,-14.8718,-1.5383,-11.282,,
5.1282,3.5896,60.5129,9.2307,-3.5896,4.1028,12.8206,5.1282,-8.718,-6.6667,-20.5129,-12.8206,-9.7434,-11.7947,,
4.8718,0.76929,67.4358,8.4612,-7.949,2.8206,12.051,5.8972,-9.4875,-0.76929,-22.3079,-10.5129,-13.0769,-10.5129,,
9.4871,3.8459,72.5642,7.949,-1.7947,1.7947,16.6667,7.4358,-7.4358,-2.3079,-21.282,-7.9485,-4.8718,-7.4358,,
11.0254,7.436,68.9741,11.0254,-0.25635,0.25635,14.1025,6.4102,-5.3848,-6.9229,-18.2051,-6.4102,-1.7949,-6.4102,,
6.9231,3.8459,65.3845,9.9998,-2.8206,1.282,11.5383,5.3845,-8.9744,-1.282,-20.2566,-6.4104,-5.8977,-2.8206,,
1.7952,-0.76929,62.8206,3.8464,-2.8206,1.2825,9.4875,4.8718,-13.0769,0.76929,-24.8718,-7.4358,-11.5383,-1.7947,,
4.1025,2.564,65.1279,6.1538,0,-1.5386,11.2817,8.2051,-7.1797,-2.5645,-21.0259,-3.5898,-9.231,0,,
5.1284,1.5386,62.0513,6.667,-2.564,-3.5898,10.2563,7.1797,-7.1792,-1.5386,-15.3848,-3.5898,-7.6924,3.0771,,
2.8206,-0.76929,62.3079,2.8206,-6.9231,-0.76929,9.4871,3.8464,-14.1023,0.76929,-15.6409,-8.4617,-10.5129,1.282,,
7.9487,-0.25635,71.5386,6.4102,-3.8462,0.76904,14.1025,5.3848,-9.4873,0.25635,-12.564,-6.9229,-5.8975,-2.3076,,
10.5132,1.7949,73.0771,10.5132,-2.3076,-4.3589,9.4873,6.4102,-3.8462,2.8208,-7.4355,-1.7949,-3.8462,-5.3843,,
3.0771,0,70.7695,7.6924,-2.564,-7.6924,8.2051,6.1538,-6.6665,7.6924,-7.1792,0,-6.1538,-3.5898,,
-0.25635,-1.2822,72.564,8.4614,1.2817,-0.76953,12.0513,8.9741,-4.3589,6.4102,-5.3848,-1.2822,-3.8462,0.25635,,
4.8718,3.3333,74.1023,11.0256,0.76929,-0.76929,10.5129,8.9744,-3.8464,-0.76929,-7.949,-4.3591,-2.3079,-3.8464,,
8.4617,7.4358,76.1541,12.5642,1.282,-3.3333,10.0002,7.4358,-9.9998,-1.282,-16.6667,-4.3591,-3.8459,-5.8972,,
-1.282,1.7947,71.5383,7.4358,0.25659,0.76929,4.8718,6.4104,-15.6409,-0.25659,-23.3333,-8.4617,-9.4871,-2.8206,,
-8.4617,-2.8206,67.4358,3.8464,-1.7947,5.3845,2.3079,4.8718,-11.0256,1.7947,-17.6921,-7.9485,-12.051,3.8464,,
-3.8459,-1.282,65.3845,4.8718,-4.8718,1.7952,1.282,2.8206,-9.9998,1.282,-14.6155,-6.4104,-12.5642,2.8206,,
3.0771,-1.0259,63.5898,4.6152,-5.6411,0.5127,3.0771,4.6152,-14.8716,-0.5127,-16.4102,-8.2051,-11.2822,1.5386,,
2.3074,-0.76929,63.3333,2.8206,-5.385,0.76929,2.3074,8.4612,-14.6155,-0.76929,-15.6414,-7.4363,-10.5129,1.282,,
1.2817,1.7949,65.3843,4.8716,-8.4619,0.25635,-0.76953,15.6406,-12.0513,-0.25635,-19.231,-1.7949,-11.0259,4.8716,,
5.1279,0,62.0513,6.1538,-9.7437,3.5898,-0.5127,19.4873,-12.3076,0,-22.5645,0,-8.2051,9.2305,,
1.7947,-0.25659,53.5896,0.25659,-5.3845,1.282,3.3333,7.9485,-14.6155,-6.9231,-21.282,-6.4104,-6.9231,0.25659,,
0.76929,6.9231,57.1794,1.282,2.3074,-2.3079,7.9485,5.8972,-7.4358,-0.76929,-15.1282,-2.8206,-1.7952,-3.3333,,
-2.5642,5.1282,61.0256,1.5383,0.51294,-7.1794,4.1023,9.7434,-4.1028,10.7693,-16.4104,-0.51294,-1.5383,-3.0769,,
-5.6411,1.5386,58.4614,4.1025,-3.0767,-6.6665,6.6665,9.231,-4.1025,12.8208,-12.8203,2.564,-3.0767,-1.5386,,
-7.1797,-1.5386,55.3848,8.2051,-4.6152,-4.6152,3.0767,11.2822,-5.1284,7.1797,-6.1538,7.1797,-9.231,1.5386,,
-5.6409,-1.5383,57.4358,8.718,-2.0515,-6.1541,1.5383,21.0256,-3.0769,8.2048,-4.1028,8.718,-11.282,4.6155,,
-4.1025,0,58.4614,6.1538,-1.0254,-8.2051,7.1797,20,0,12.3076,-3.5898,6.1538,-8.2051,-0.51269,,
-3.0769,-1.0256,57.949,5.1282,-2.5642,-7.6921,8.2053,9.7434,1.0256,10.2566,-1.0256,2.0515,-1.0256,-2.5642,,
-7.1797,-6.1538,55.8975,3.0767,-10.2563,-9.7437,3.5898,10.2563,-3.0771,3.0767,-3.0771,-2.0513,2.564,2.0513,,
-7.436,-3.8462,53.0771,7.9487,-9.4873,-5.8975,5.3848,22.8203,-4.3589,4.8716,-2.3076,-1.7949,1.7949,7.436,,
-7.436,-1.2822,46.4102,11.5386,-0.25635,-1.2822,6.9229,26.9229,-2.8203,11.0259,-1.7949,0.25635,-3.3335,8.4614,,
-9.4871,-3.3333,38.718,6.4104,-1.282,-4.8718,4.3591,23.8464,-5.3845,5.3845,-3.8459,1.282,-6.4099,4.3591,,
-6.9231,3.8464,39.7439,3.8464,-5.3845,-6.9231,4.8718,23.8464,-5.3845,-1.282,0.76929,0.76929,-2.8206,-0.76929,,
-6.4102,8.4614,38.7178,7.9487,-4.3589,-5.8975,0.76904,23.8462,-4.3589,0.25635,7.9487,-6.4102,-6.4102,-0.25635,,
-7.1794,2.051,33.3333,7.1794,-5.1282,-9.7439,-1.0256,27.1794,-10.7693,1.0256,4.6155,-6.1541,-14.3591,3.5896,,
-1.2822,1.2817,33.0767,7.4355,-7.436,-11.0259,2.3076,32.564,-11.0259,-0.25635,-7.436,0.25635,-13.5898,3.8462,,
0.76929,2.8206,33.0769,13.0769,-12.0515,-10.5129,-0.76929,26.9231,-5.385,-1.7952,-11.0256,1.282,-11.5388,0.76929,,
0.76904,1.2817,32.0513,13.0767,-12.0513,-12.0513,-0.25635,18.2051,-4.3594,-0.25635,-7.9487,0.25635,-12.5645,1.2817,,
1.282,2.3079,34.6155,6.9231,-10.0002,-11.5383,-1.282,19.2307,-3.3333,2.3079,-8.9744,-1.282,-12.5642,2.8206,,
-0.76929,4.8718,35.1282,10.0002,-9.9998,-6.4104,-5.8972,24.3591,0.76929,4.3591,-7.4358,-4.3591,-14.1023,3.3333,,
-4.1023,8.2053,30.2566,15.3845,-8.2048,-2.5642,-4.1023,26.1541,2.5642,7.1794,-2.5642,-4.1023,-17.9485,2.5642,,
-5.3845,10.5129,27.4358,11.5388,-6.9231,-2.8206,-2.3074,27.4358,0.76929,8.9744,-1.7947,1.7952,-12.051,-0.76929,,
-7.6921,7.6921,28.2048,6.6667,-6.1541,-5.6409,-2.0515,27.6921,1.5383,9.2307,-2.0515,3.0769,-5.1282,-1.5383,,
-10.2563,4.1025,24.1025,6.667,-9.2305,-9.7437,-0.5127,26.1538,-2.0513,7.1797,-1.5386,0.51269,-7.6924,1.0259,,
-10,7.9487,19.231,10.5127,-12.0513,-8.4614,-2.8203,26.4102,-4.8716,7.9487,-2.3076,2.3076,-11.5386,4.3589,,
-13.5898,6.4102,23.8462,10.5127,-5.8975,-3.8462,-3.3335,29.4868,-1.7949,6.9229,-2.8208,2.8203,-13.5898,1.7949,,
-16.4099,6.1541,28.718,6.6667,-1.5383,-1.5383,1.0256,31.7952,-1.5383,1.0256,-2.051,-1.0256,-12.3074,1.0256,,
-14.1025,11.0254,23.333,7.9487,-0.76953,-4.3589,3.333,33.0767,-2.3076,-0.25635,0.25635,-1.2822,-2.8208,3.8462,,
-14.3594,5.6406,19.4868,10.2563,0,-9.7437,4.6152,29.7432,-5.1284,0,0,-1.0259,2.564,-2.0513,,
-8.4614,3.3335,22.3076,11.5386,2.8208,-6.9229,3.3335,27.9487,-6.9229,-2.8203,0.25635,-3.333,-0.25635,-2.3076,,
-3.0769,7.1794,25.6409,11.7952,0.51294,-3.5896,0.51294,30.7693,-3.0769,-4.1023,-0.51294,-4.1023,-0.51294,5.1282,,
-10.0002,5.8972,25.3845,11.0256,-4.8718,-8.4617,1.282,29.4871,-1.7947,-2.8206,-1.282,-3.8459,1.7947,1.282,,
-13.8459,3.5896,20.5129,8.718,-3.5896,-9.2307,2.0515,28.718,-2.5642,-1.0256,1.0256,-4.6155,1.5383,-5.6409,,
-3.5896,9.2307,22.5642,11.7947,-1.0256,-3.0769,4.1023,32.3079,-0.51294,3.5896,0.51294,-1.0256,-0.51294,-4.6155,,
1.282,12.0515,25.3845,14.1028,-2.3079,-4.8718,5.3845,34.1028,-1.282,4.3591,-1.7947,-1.282,-3.8459,-1.7947,,
-2.564,6.1538,21.0259,11.2822,0,-11.2822,5.6411,32.3076,-2.564,0,1.5386,-4.6152,-3.5898,-4.6152,,
-6.4104,1.7947,13.0769,9.9998,-0.76929,-17.6926,3.3333,32.5642,0.76929,-1.282,5.3845,-6.4104,-1.282,-12.0515,,
-9.4873,0.25635,12.0513,8.9741,-5.3848,-17.6924,-0.25635,33.5898,1.7949,0.76904,7.436,-5.8975,-0.25635,-14.1025,,
-8.2051,3.0767,15.8975,5.1279,-3.5898,-7.6924,0,32.8203,-1.5386,0.51269,9.2305,-5.1284,0,-7.1797,,
-6.1538,6.1538,15.8975,0,-2.0513,-4.6152,2.5645,30.7695,0,-2.0513,6.1538,-3.5894,0.51318,-2.0513,,
-11.5386,2.8203,15.1284,0.25635,-3.3335,-11.0259,4.3589,31.5386,1.7949,-1.7949,-0.25635,-2.3076,4.8716,-3.3335,,
-16.1541,2.8206,14.1028,1.7947,-2.3079,-10.0002,-0.25659,34.1028,-1.282,0.25659,-0.76929,0.76929,8.9744,-2.3079,,
-14.6152,4.3589,12.564,1.2822,-2.8203,-7.436,-3.8462,32.0513,-3.8462,-0.76904,1.2822,-1.7949,2.8203,0.76904,,
-8.4619,7.4355,14.1025,7.4355,-1.2822,-10.5132,1.2817,32.564,0.25635,-0.25635,3.8462,-6.9233,-0.25635,-2.3076,,
-9.4875,5.3845,13.0769,9.9998,-0.76929,-15.6414,1.282,32.051,-0.76929,-1.282,0.76929,-13.5901,2.3074,-17.3076,,
-12.8206,4.6155,14.3586,5.1282,1.0256,-15.3845,1.0256,30.7693,-2.0515,-1.0256,-1.5383,-16.4104,7.1794,-23.5896,,
-14.1028,3.8459,17.1794,1.282,2.3079,-13.5896,-0.25659,32.051,0.25659,-0.25659,-1.282,-15.6409,8.9744,-15.1282,,
-12.564,5.8975,15.1284,8.4614,-0.76904,-14.6152,-1.2822,34.1025,-0.25635,0.25635,0.25635,-14.6152,5.3848,-16.6665,,
-13.8462,12.3076,14.3589,14.8721,-1.0254,-13.3335,1.5386,35.3848,-1.5386,0,0,-14.8716,4.1025,-17.436,,
-20.5129,8.718,13.3333,9.2307,-0.51294,-10.2566,1.0256,37.4358,-0.51294,0.51294,-2.0515,-13.8464,7.1794,-4.1028,,
-27.1794,1.0256,6.6667,3.0769,-3.5896,-12.8206,-2.5642,35.8977,-0.51294,0.51294,-5.6409,-9.2307,5.1282,2.0515,,
-26.6667,4.6152,2.0513,6.1538,-2.0513,-13.8462,-1.5386,34.3589,0,2.564,-5.1284,-3.5898,0,1.5386,,
-21.5386,4.1025,1.5386,4.1025,0.5127,-13.3335,-2.564,31.2822,-0.5127,2.564,-6.6665,-2.0513,-0.5127,2.0513,,
-16.9229,-1.5381,3.0771,0,0,-14.8716,-4.1025,25.1284,0,0,-10.769,-2.564,2.0513,1.0259,,
-14.8721,0,2.0513,1.5386,0,-16.4102,1.0254,18.4614,1.0254,-2.564,-9.231,-3.0771,2.0513,-0.5127,,
-17.4358,2.051,1.5383,-0.51294,1.5383,-15.3845,2.5642,9.2307,1.0256,0.51294,-4.1028,-3.0769,-0.51294,-4.6155,,
-17.9487,-0.51269,1.0259,-1.5386,1.5386,-13.8462,0.5127,1.0259,3.0771,5.6411,-2.0513,2.0513,-0.51269,-9.231,,
-18.9746,0,0,2.564,-0.5127,-8.7183,3.5898,1.5386,3.5898,3.5898,-2.0513,0.5127,-0.5127,-12.3076,,
-23.0769,0.51294,2.051,3.0769,-0.51294,-2.5642,5.6409,2.5642,3.0769,-1.0256,-6.6667,-11.7952,1.5383,-17.949,,
-20.5127,0.51318,2.5645,4.1025,0,0,1.0259,1.0259,2.0513,-0.5127,-13.8462,-17.4355,-0.5127,-25.1282,,
-14.6152,3.3335,0.25635,11.0254,0.76904,1.2822,-0.76904,-0.25635,2.3076,1.2822,-9.4873,-14.1025,-6.4102,-27.436,,
-11.5386,4.3589,5.8975,15.1279,1.7949,0.25635,7.9487,-4.8721,4.3589,-0.25635,-1.2822,-13.5898,-3.8462,-30.5129,,
-5.1282,0.51294,10.2566,14.3591,2.0515,-0.51294,12.3079,-9.2307,0.51294,-1.5383,-6.1541,-18.4617,3.0769,-28.718,,
1.5383,-2.0515,6.1536,14.3591,1.5383,5.6409,9.2307,-3.0769,-6.1541,-1.5383,-15.8977,-15.8977,3.5896,-13.718,,
0.25635,-0.25635,6.4102,14.1025,-2.8203,13.0771,7.9487,6.4102,-6.9229,-4.8716,-19.231,-7.9487,-3.3335,1.282,,
-1.5386,1.5386,9.2305,13.3335,-4.1025,15.3848,9.2305,10.2563,-5.1284,-2.564,-17.436,-3.0771,-5.1284,6.1538,,
-1.5383,-1.0256,6.1541,12.8206,-4.1023,14.8718,8.2053,13.3337,-6.1536,1.0256,-17.9485,-2.051,-4.1023,2.0515,,
-5.6411,0,4.6152,13.8462,-4.1025,17.9487,5.6411,17.9487,-6.1538,2.0513,-16.4102,0,-1.0259,0,,
-11.0256,1.7947,2.8206,13.0769,-1.7947,18.2053,3.3333,11.5383,-5.3845,0.76929,-13.5896,-4.3591,-5.8972,-0.76929,,
-7.9487,1.2817,-0.25635,13.5898,0.25635,16.1538,1.7949,3.333,-3.3335,1.7949,-10.5132,-13.5898,-14.1025,-5.8975,,
-2.8206,2.3079,-1.282,16.1541,-2.8206,17.1794,2.3079,10.5129,1.7947,1.282,-10.5129,-15.6409,-6.4104,-14.1028,,
-3.0769,6.1541,-0.51294,15.3845,-9.7434,16.4104,2.5642,16.9231,0.51294,-1.5383,-10.7693,-14.3591,2.0515,-16.9231,,
4.1025,11.7949,0.51269,19.4873,-8.7178,14.8721,5.6411,12.3076,-4.1025,-2.0513,-8.7178,-16.9229,-0.5127,-12.3076,,
15.8975,11.2822,2.0513,28.2051,-3.0767,14.8721,12.8208,11.2822,-5.1279,-4.1025,-11.7949,-20,-2.0513,-12.8203,,
18.2053,10.5129,0.25659,30.5129,-3.3333,17.1794,13.5896,12.5642,-4.8718,-1.282,-8.4617,-13.5896,-0.25659,-15.1282,,
13.3335,10.2563,-2.0513,21.0259,-7.6924,14.8721,4.6152,3.0771,-4.1025,2.0513,-5.1279,-8.2051,-3.5898,-16.4102,,
14.6152,8.9741,0.76904,15.1279,-2.8208,13.0767,4.8716,-0.25635,-1.2822,0.25635,-9.4873,-10.5132,-3.3335,-15.6411,,
16.6667,1.282,1.7947,14.6155,-1.7947,15.1282,9.9998,5.8972,-3.3333,-2.3079,-12.0515,-14.1028,-1.282,-14.1028,,
12.3074,-3.0769,1.0256,11.7947,-3.5896,14.3586,9.7434,7.6921,-1.0256,2.051,-1.0256,-11.7952,-5.1282,-12.3079,,
1.7949,-4.8716,-3.8462,2.3076,-4.3589,5.8975,1.2822,0.25635,0.25635,-0.25635,1.7949,-16.1538,-12.564,-17.1797,,
9.231,0.5127,-4.6152,2.0513,-3.5898,9.231,1.0259,1.0259,-3.0767,1.0259,-0.5127,-15.8975,-1.5386,-15.3848,,
17.1794,-0.25659,-3.3333,2.3079,-6.9231,14.1023,2.8206,4.3591,-7.4358,0.25659,-5.8977,-13.5896,2.3079,-13.0769,,
12.0513,1.7949,0.25635,2.8203,-2.3076,17.6924,4.8716,12.564,-3.8462,-0.25635,-2.3076,-11.5386,-6.9233,-10.5127,,
6.1538,2.0513,-4.1025,0.5127,-0.5127,14.3589,3.0767,16.4102,-4.6157,-1.0259,2.564,-13.8462,-8.2051,-13.3335,,
13.5896,0.25659,-5.8977,3.3333,-4.3591,13.5896,-2.3079,16.1541,-3.3333,-0.25659,2.3079,-15.1282,2.8206,-15.6409,,
22.0513,7.6924,-0.5127,12.3076,-2.0513,17.9487,-1.5386,18.9741,-1.5386,1.0254,-1.0259,-12.3076,0.5127,-12.3076,,
23.5901,13.8464,-1.0256,14.3591,-1.0256,16.9231,1.0256,18.9744,-7.1794,1.0256,-4.1023,-13.8459,-13.3333,-12.3074,,
30.2561,14.8718,-2.5642,15.3845,-1.5383,20.5129,1.5383,18.9744,-8.2053,3.5896,-2.0515,-12.3079,-11.282,-12.3079,,
36.6667,13.5896,-0.76929,20.7693,-1.7947,28.4617,0.76929,20.7693,-4.3586,2.8206,-0.76929,-8.4617,-6.4104,-8.9744,,
38.7178,13.0767,-1.2822,19.231,-2.3076,30,5.8975,19.231,-4.8716,1.2822,-1.7949,-11.0259,-11.0259,-2.8203,,
38.9741,10.769,-4.6157,12.3076,-8.7183,24.1025,5.6406,13.333,-10.2563,0,-4.6157,-17.436,-14.8721,0,,
42.5642,6.6667,-0.51294,13.8464,-8.718,21.0256,2.0515,10.7693,-9.7434,0.51294,-2.051,-14.8718,-11.7947,-5.6409,,
42.3079,4.8718,-0.25659,12.5642,-5.3845,17.1794,3.3333,7.9485,-7.949,0.25659,-1.282,-6.9231,-10.0002,-10.5129,,
37.1797,4.3589,-1.2822,5.3848,-6.9233,16.1538,7.9487,4.3589,-3.3335,1.2822,-1.7949,-1.7949,-10,-6.9233,,
30.5127,-0.76904,0.25635,2.8208,-8.4614,17.1797,5.3848,0.25635,-1.2817,2.8208,-0.25635,-3.333,-12.0513,-6.4102,,
32.8206,-1.5383,-2.051,7.6921,-5.1282,20.0002,1.5383,0.51294,-0.51294,4.6155,6.1541,-5.6409,-11.282,-8.718,,
32.8203,0,-10.2563,5.6411,-4.1025,21.5386,0,1.0254,-3.5898,4.6152,6.6665,-6.1538,-10.7695,-9.7437,,
31.0256,0.76929,-7.4358,0.76929,-6.4104,21.7947,-0.76929,2.3079,-9.4871,3.3333,1.282,-5.3845,-11.5383,-10.5129,,
36.1541,1.282,-1.282,3.8464,-7.9485,22.8206,3.3333,1.282,-10.5129,6.4104,-3.8459,-5.3845,-9.4871,-10.5129,,
41.0256,6.1541,1.0256,10.7693,-1.5383,23.5896,8.718,-1.0256,-5.1282,11.7947,-4.1028,-5.1282,-6.6667,-7.6921,,
36.6665,4.3589,-2.3076,7.9487,-1.7949,25.3848,3.8462,1.7949,-5.8975,10,-3.8462,-5.3848,-11.0259,-7.9487,,
35.1284,3.8462,-3.3335,8.4614,-4.3589,34.1025,4.8721,7.436,-13.0767,3.3335,-3.8462,-8.9741,-15.1279,-9.4873,,
39.7434,7.949,1.7947,8.4617,-1.7947,36.1541,8.9744,1.7947,-15.1282,-5.3845,-6.9231,-19.2307,-17.6924,-14.1023,,
42.0513,10.2563,5.6411,3.5898,2.564,33.8462,9.7437,-2.564,-5.6411,-5.1279,-3.5898,-16.4102,-13.3333,-13.8462,,
37.9487,5.1284,-1.0254,0,0,35.3848,5.1284,0,-5.6406,0,-4.6152,-8.2051,-9.2305,-11.2817,,
43.8462,3.3335,-3.8462,5.3848,-2.3076,39.231,3.8462,3.8462,-12.564,2.3076,-8.9746,-11.5386,-16.1538,-8.9746,,
47.6924,3.0767,2.0513,7.1792,-2.0513,34.8716,3.5898,4.1025,-13.3335,-2.0513,-12.8208,-18.9746,-26.1541,-14.8721,,
42.0513,3.5898,1.5386,5.6411,-2.0513,33.3335,2.0513,3.0771,-11.7949,-1.5386,-15.8975,-13.8462,-26.6667,-20,,
46.4104,8.9744,-0.76929,9.4871,-0.76929,40.2561,0.76929,7.9485,-10.0002,8.9744,-11.5383,-2.3079,-21.2822,-10.5129,,
53.5896,9.4871,0.25659,9.4871,-3.8459,40.2566,-0.25659,7.949,-9.9998,11.0256,-9.4871,-4.3591,-25.8975,-3.8459,,
54.1028,6.9231,0.76929,10.0002,-7.4358,38.718,-0.76929,9.4871,-14.1023,4.3591,-14.6155,-7.4358,-26.4102,-5.3845,,
53.5898,7.436,3.3335,12.564,-4.8716,40.769,-1.2822,17.1797,-20.2563,1.2822,-21.282,-6.4102,-22.8206,-7.436,,
51.5383,6.4104,2.3079,7.4358,-6.4104,39.2307,-1.282,13.5896,-20.7693,1.282,-23.8462,-9.9998,-28.4614,-8.4617,,
51.0256,4.8718,-0.76929,4.8718,-7.4358,37.1794,0.76929,4.3591,-12.5642,1.7947,-14.6155,-10.5129,-27.9487,-6.9231,,
56.6665,5.8975,4.3589,8.4614,-3.3335,39.7437,3.3335,6.9233,-9.4873,-3.3335,-7.436,-7.9487,-21.7949,-5.3848,,
56.4102,8.7178,9.231,9.231,-2.0513,41.5386,2.0513,7.6924,-16.9231,-7.1797,-12.3076,-11.7949,-22.0513,-11.7949,,
48.4617,8.9744,7.949,8.4617,0.76929,36.6667,1.282,-0.76929,-18.2051,-1.7947,-18.7178,-18.2051,-26.9229,-20.2563,,
44.6155,1.5383,4.6155,8.718,1.0256,30.2566,-0.51294,-4.1028,-14.3591,0.51294,-17.436,-19.4873,-29.2307,-22.0513,,
48.2051,0,4.6157,13.8462,3.0771,31.7949,-0.5127,0,-12.8203,0,-13.3333,-8.7178,-28.7178,-15.3845,,
46.667,0,1.5386,15.3848,0,33.3335,-1.5381,3.0771,-15.3845,0.51318,-17.4358,-4.6152,-32.8203,-16.9229,,
44.3586,3.8459,1.282,16.1536,-2.3079,35.1282,-1.282,11.5383,-15.6411,5.3845,-22.3079,-6.9231,-34.1028,-19.7437,,
45.1282,8.2053,1.0256,12.3079,-1.0256,38.4617,-2.5637,13.8464,-15.8972,6.6667,-24.6152,-5.6409,-35.8972,-13.3333,,
49.4871,7.9485,0.76929,15.1282,-0.76929,41.282,-2.3079,13.5896,-20.7693,3.3333,-23.3335,-2.8206,-33.5898,-3.3333,,
55.3848,7.1797,1.0254,21.5386,-5.6411,44.1025,-0.5127,22.0513,-21.5386,0.5127,-21.5386,-3.0771,-26.1538,-1.0259,,
58.2048,11.0256,1.7947,19.2307,-4.8718,45.3845,-0.76929,27.4358,-18.2053,0.76929,-21.7949,-3.3333,-27.436,-2.8206,,
58.9744,13.3333,2.051,19.4871,-2.0515,45.1282,1.5383,26.6667,-18.9744,-1.5383,-23.5898,-2.5642,-34.3591,-1.5383,,
59.2307,6.9231,4.8718,22.8206,-4.8718,41.7947,5.3845,24.3586,-24.3591,-6.9231,-33.0771,-9.4875,-39.7437,-6.4104,,
58.9741,6.6665,9.7437,24.6152,-7.1797,39.4873,6.1538,22.0513,-25.1282,-6.1538,-38.9744,-13.3335,-40,-15.3848,,
58.9744,11.7947,9.7434,24.615,-6.6667,41.0256,1.0256,23.5896,-24.6155,-1.0256,-32.3079,-9.2307,-38.9746,-18.4617,,
58.9741,10.769,9.2305,21.5381,-4.6157,43.0767,2.0513,22.564,-25.6411,-2.0513,-24.1028,-6.1538,-35.3848,-18.9746,,
61.2822,5.8975,8.9746,12.564,-6.4102,42.3076,6.9233,15.1284,-22.8206,-5.8975,-23.8462,-8.4614,-32.0513,-20.2563,,
63.0771,5.6411,10.2563,10.7695,-8.2051,40,6.667,12.3076,-23.5896,-5.6411,-24.1025,-13.8462,-30.2563,-20,,
62.8206,10.0002,10.5129,18.2053,-5.3845,38.2053,4.3591,12.0515,-25.8975,-4.3591,-22.8206,-15.6411,-27.9487,-18.718,,
61.7947,9.4871,10.5129,16.1541,-6.4104,36.6667,6.4104,12.5642,-26.4102,-8.9744,-25.3845,-12.5642,-32.0513,-14.1023,,
60,6.1538,9.7437,9.231,-8.7178,37.436,12.3076,18.9746,-23.5896,-8.7178,-25.6409,-8.2051,-33.8459,-6.1538,,
53.8462,4.1025,3.5898,11.2822,-11.7949,38.4614,5.6411,22.0513,-26.1538,-3.5898,-26.1538,-7.6924,-29.7434,-4.1025,,
54.1028,5.3845,4.3591,18.2053,-11.5383,41.282,-0.25659,23.8464,-28.9744,0.25659,-25.3845,-5.8972,-25.3845,-3.8459,,
58.4612,3.0769,8.718,14.8718,-8.718,39.4871,5.1282,24.1023,-28.718,-3.0769,-26.6667,-7.6926,-28.718,-9.7439,,
60.2566,5.8977,8.4617,11.0256,-4.8718,38.718,4.8718,22.3079,-28.9744,-7.4358,-27.9487,-13.5896,-32.564,-19.7437,,
60.769,9.4873,8.9746,12.564,-3.3335,41.7949,2.8203,24.8716,-29.4871,-2.8203,-30,-14.1025,-30.5127,-18.718,,
55.8972,3.0769,6.1541,10.7693,-11.282,35.3845,1.5383,24.1028,-35.8975,-1.5383,-37.4358,-15.3845,-35.8975,-16.9231,,
58.718,5.3845,6.4104,17.1794,-10.0002,38.2048,5.8972,26.9231,-31.0256,-5.3845,-28.4617,-16.1541,-33.0769,-16.6667,,
61.5383,9.7434,9.2307,22.051,-5.1282,44.1023,5.1282,28.718,-27.1794,-11.282,-19.4873,-20.5129,-31.7949,-20.5129,,
62.5642,9.7434,10.2566,21.0256,-3.5896,46.1536,3.5896,30.7693,-28.718,-5.1282,-24.1025,-18.4617,-31.7949,-15.8975,,
62.564,2.564,3.0767,15.8975,-7.6924,41.0254,3.0767,28.7178,-32.8206,-2.564,-29.7437,-15.3848,-28.718,-12.8203,,
65.6411,2.0513,6.6665,16.9233,-5.1279,45.1284,8.2051,30.7695,-27.1794,-2.0513,-18.9744,-7.6924,-24.6152,-12.8206,,
